segment_id,time_bucket,lat_center,lon_center,zone_type,nearest_landmark,dist_to_anchor_km,dist_from_center_km,lighting_score,streetlight_operational_pct,crowd_density,historical_incidents_annual,unsafe_reports_count,risk_score,risk_band,report_id,report_lat,report_lon,report_timestamp,device_hash_sim
BBS-0601,evening,20.29425,85.85025,market_commercial,Rasulgarh Market,0.63,2.693,0.565,53.9,0.77,2.0,0,23.2,low,,,,,
BBS-0601,night,20.29425,85.85025,market_commercial,Rasulgarh Market,0.63,2.693,0.565,53.9,0.119,2.0,0,52.6,high,,,,,
BBS-0602,morning,20.29425,85.85475,market_commercial,Rasulgarh Market,0.234,3.162,0.695,64.1,0.291,1.0,1,32.3,medium,RPT-00510,20.29448,85.855711,2026-08-02 09:21:00,dev_e2656d2c61
BBS-0602,afternoon,20.29425,85.85475,market_commercial,Rasulgarh Market,0.234,3.162,0.695,64.1,0.682,1.0,0,11.6,low,,,,,
BBS-0602,evening,20.29425,85.85475,market_commercial,Rasulgarh Market,0.234,3.162,0.695,64.1,0.884,1.0,0,11.8,low,,,,,
BBS-0602,night,20.29425,85.85475,market_commercial,Rasulgarh Market,0.234,3.162,0.695,64.1,0.15,1.0,0,41.8,high,,,,,
BBS-0603,morning,20.29425,85.85925,market_commercial,Rasulgarh Market,0.391,3.63,0.716,76.3,0.45,2.0,1,31.0,medium,RPT-00511,20.294037,85.858752,2026-08-05 06:47:00,dev_f5c3a7bdbc
BBS-0603,afternoon,20.29425,85.85925,market_commercial,Rasulgarh Market,0.391,3.63,0.716,76.3,0.707,2.0,0,15.0,low,,,,,
BBS-0603,evening,20.29425,85.85925,market_commercial,Rasulgarh Market,0.391,3.63,0.716,76.3,0.813,2.0,0,17.9,low,,,,,
BBS-0603,night,20.29425,85.85925,market_commercial,Rasulgarh Market,0.391,3.63,0.716,76.3,0.106,2.0,0,46.7,high,,,,,
BBS-0604,morning,20.29425,85.86375,market_commercial,Rasulgarh Market,0.831,4.099,0.516,57.3,0.338,2.0,0,28.9,medium,,,,,
BBS-0604,afternoon,20.29425,85.86375,market_commercial,Rasulgarh Market,0.831,4.099,0.516,57.3,0.554,2.0,0,20.6,low,,,,,
BBS-0604,evening,20.29425,85.86375,market_commercial,Rasulgarh Market,0.831,4.099,0.516,57.3,0.763,2.0,0,24.7,low,,,,,
BBS-0604,night,20.29425,85.86375,market_commercial,Rasulgarh Market,0.831,4.099,0.516,57.3,0.146,2.0,0,53.7,high,,,,,
BBS-0605,morning,20.29425,85.86825,market_commercial,Rasulgarh Market,1.292,4.567,0.655,65.6,0.451,2.0,0,24.5,low,,,,,
BBS-0605,afternoon,20.29425,85.86825,market_commercial,Rasulgarh Market,1.292,4.567,0.655,65.6,0.641,2.0,0,17.3,low,,,,,
BBS-0605,evening,20.29425,85.86825,market_commercial,Rasulgarh Market,1.292,4.567,0.655,65.6,0.688,2.0,0,23.7,low,,,,,
BBS-0605,night,20.29425,85.86825,market_commercial,Rasulgarh Market,1.292,4.567,0.655,65.6,0.044,2.0,1,58.1,high,RPT-00512,20.29426,85.867624,2026-07-20 04:17:00,
BBS-0606,morning,20.29425,85.87275,market_commercial,Rasulgarh Market,1.758,5.036,0.632,64.9,0.317,2.0,1,35.9,medium,RPT-00514,20.294318,85.872289,2026-08-13 08:06:00,
BBS-0606,afternoon,20.29425,85.87275,market_commercial,Rasulgarh Market,1.758,5.036,0.632,64.9,0.626,2.0,1,24.7,low,RPT-00513,20.293984,85.872569,2026-08-08 15:39:00,
BBS-0606,evening,20.29425,85.87275,market_commercial,Rasulgarh Market,1.758,5.036,0.632,64.9,0.687,2.0,0,24.3,low,,,,,
BBS-0606,night,20.29425,85.87275,market_commercial,Rasulgarh Market,1.758,5.036,0.632,64.9,0.156,2.0,0,48.5,high,,,,,
BBS-0607,morning,20.29425,85.87725,residential_mixed,Unnamed residential/mixed segment,2.225,5.505,0.362,35.0,0.261,3.0,0,36.4,medium,,,,,
BBS-0607,afternoon,20.29425,85.87725,residential_mixed,Unnamed residential/mixed segment,2.225,5.505,0.362,35.0,0.276,3.0,0,34.5,medium,,,,,
BBS-0607,evening,20.29425,85.87725,residential_mixed,Unnamed residential/mixed segment,2.225,5.505,0.362,35.0,0.254,3.0,1,56.8,high,RPT-00515,20.294452,85.876503,2026-07-31 17:33:00,dev_765c622e61
BBS-0607,night,20.29425,85.87725,residential_mixed,Unnamed residential/mixed segment,2.225,5.505,0.362,35.0,0.213,3.0,1,68.9,high,RPT-00516,20.294393,85.876739,2026-08-06 21:36:00,
BBS-0608,morning,20.29425,85.88175,residential_mixed,Unnamed residential/mixed segment,2.693,5.974,0.295,30.3,0.189,4.0,0,43.3,high,,,,,
BBS-0608,afternoon,20.29425,85.88175,residential_mixed,Unnamed residential/mixed segment,2.693,5.974,0.295,30.3,0.267,4.0,0,39.2,medium,,,,,
BBS-0608,evening,20.29425,85.88175,residential_mixed,Unnamed residential/mixed segment,2.693,5.974,0.295,30.3,0.312,4.0,0,54.0,high,,,,,
BBS-0608,night,20.29425,85.88175,residential_mixed,Unnamed residential/mixed segment,2.693,5.974,0.295,30.3,0.103,4.0,0,72.9,high,,,,,
BBS-0609,morning,20.29425,85.88625,residential_mixed,Unnamed residential/mixed segment,3.161,6.443,0.272,20.8,0.231,3.0,0,37.8,medium,,,,,
BBS-0609,afternoon,20.29425,85.88625,residential_mixed,Unnamed residential/mixed segment,3.161,6.443,0.272,20.8,0.225,3.0,0,36.4,medium,,,,,
BBS-0609,evening,20.29425,85.88625,residential_mixed,Unnamed residential/mixed segment,3.161,6.443,0.272,20.8,0.342,3.0,0,49.3,high,,,,,
BBS-0609,night,20.29425,85.88625,residential_mixed,Unnamed residential/mixed segment,3.161,6.443,0.272,20.8,0.169,3.0,0,67.4,high,,,,,
BBS-0610,morning,20.29425,85.89075,residential_mixed,Unnamed residential/mixed segment,3.629,6.912,0.332,33.0,0.329,3.0,0,34.2,medium,,,,,
BBS-0610,afternoon,20.29425,85.89075,residential_mixed,Unnamed residential/mixed segment,3.629,6.912,0.332,33.0,0.23,3.0,0,36.1,medium,,,,,
BBS-0610,evening,20.29425,85.89075,residential_mixed,Unnamed residential/mixed segment,3.629,6.912,0.332,33.0,0.418,3.0,0,45.2,high,,,,,
BBS-0610,night,20.29425,85.89075,residential_mixed,Unnamed residential/mixed segment,3.629,6.912,0.332,33.0,0.111,3.0,0,66.9,high,,,,,
BBS-0611,morning,20.29425,85.89525,residential_mixed,Unnamed residential/mixed segment,4.098,7.382,0.223,21.8,0.31,3.0,0,35.3,medium,,,,,
BBS-0611,afternoon,20.29425,85.89525,residential_mixed,Unnamed residential/mixed segment,4.098,7.382,0.223,21.8,0.236,3.0,1,42.9,high,RPT-00517,20.294215,85.895714,2026-08-15 14:33:00,dev_dfea913e49
BBS-0611,evening,20.29425,85.89525,residential_mixed,Unnamed residential/mixed segment,4.098,7.382,0.223,21.8,0.282,3.0,0,52.6,high,,,,,
BBS-0611,night,20.29425,85.89525,residential_mixed,Unnamed residential/mixed segment,4.098,7.382,0.223,21.8,0.116,3.0,0,71.3,high,,,,,
BBS-0612,morning,20.29425,85.89975,residential_mixed,Unnamed residential/mixed segment,4.567,7.851,0.258,26.9,0.275,3.0,0,36.3,medium,,,,,
BBS-0612,afternoon,20.29425,85.89975,residential_mixed,Unnamed residential/mixed segment,4.567,7.851,0.258,26.9,0.208,3.0,0,37.0,medium,,,,,
BBS-0612,evening,20.29425,85.89975,residential_mixed,Unnamed residential/mixed segment,4.567,7.851,0.258,26.9,0.34,3.0,1,56.5,high,RPT-00518,20.293917,85.899503,2026-08-15 17:50:00,
BBS-0612,night,20.29425,85.89975,residential_mixed,Unnamed residential/mixed segment,4.567,7.851,0.258,26.9,0.157,3.0,0,68.4,high,,,,,
BBS-0613,morning,20.29875,85.74225,residential_mixed,Unnamed residential/mixed segment,5.295,8.583,0.365,37.4,0.244,2.0,0,32.7,medium,,,,,
BBS-0613,afternoon,20.29875,85.74225,residential_mixed,Unnamed residential/mixed segment,5.295,8.583,0.365,37.4,0.033,2.0,0,38.5,medium,,,,,
BBS-0613,evening,20.29875,85.74225,residential_mixed,Unnamed residential/mixed segment,5.295,8.583,0.365,37.4,0.416,2.0,0,40.2,medium,,,,,
BBS-0613,night,20.29875,85.74225,residential_mixed,Unnamed residential/mixed segment,5.295,8.583,0.365,37.4,0.087,2.0,0,62.1,high,,,,,
BBS-0614,morning,20.29875,85.74675,residential_mixed,Unnamed residential/mixed segment,4.827,8.114,0.266,36.2,0.196,2.0,0,34.7,medium,,,,,
BBS-0614,afternoon,20.29875,85.74675,residential_mixed,Unnamed residential/mixed segment,4.827,8.114,0.266,36.2,0.143,2.0,0,35.0,medium,,,,,
BBS-0614,evening,20.29875,85.74675,residential_mixed,Unnamed residential/mixed segment,4.827,8.114,0.266,36.2,0.295,2.0,0,46.8,high,,,,,
BBS-0614,night,20.29875,85.74675,residential_mixed,Unnamed residential/mixed segment,4.827,8.114,0.266,36.2,0.071,2.0,0,66.8,high,,,,,
BBS-0615,morning,20.29875,85.75125,residential_mixed,Unnamed residential/mixed segment,4.359,7.645,0.41,44.3,0.201,0.0,0,25.5,medium,,,,,
BBS-0615,afternoon,20.29875,85.75125,residential_mixed,Unnamed residential/mixed segment,4.359,7.645,0.41,44.3,0.169,0.0,0,25.4,medium,,,,,
BBS-0615,evening,20.29875,85.75125,residential_mixed,Unnamed residential/mixed segment,4.359,7.645,0.41,44.3,0.347,0.0,0,33.0,medium,,,,,
BBS-0615,night,20.29875,85.75125,residential_mixed,Unnamed residential/mixed segment,4.359,7.645,0.41,44.3,0.227,0.0,0,47.0,high,,,,,
BBS-0616,morning,20.29875,85.75575,residential_mixed,Unnamed residential/mixed segment,3.891,7.176,0.345,37.2,0.294,4.0,0,39.6,medium,,,,,
BBS-0616,afternoon,20.29875,85.75575,residential_mixed,Unnamed residential/mixed segment,3.891,7.176,0.345,37.2,0.277,4.0,0,38.8,medium,,,,,
BBS-0616,evening,20.29875,85.75575,residential_mixed,Unnamed residential/mixed segment,3.891,7.176,0.345,37.2,0.292,4.0,0,53.4,high,,,,,
BBS-0616,night,20.29875,85.75575,residential_mixed,Unnamed residential/mixed segment,3.891,7.176,0.345,37.2,0.111,4.0,0,70.6,high,,,,,
BBS-0617,morning,20.29875,85.76025,residential_mixed,Unnamed residential/mixed segment,3.424,6.707,0.334,32.3,0.271,1.0,0,27.7,medium,,,,,
BBS-0617,afternoon,20.29875,85.76025,residential_mixed,Unnamed residential/mixed segment,3.424,6.707,0.334,32.3,0.17,1.0,0,29.7,medium,,,,,
BBS-0617,evening,20.29875,85.76025,residential_mixed,Unnamed residential/mixed segment,3.424,6.707,0.334,32.3,0.289,1.0,0,41.1,high,,,,,
BBS-0617,night,20.29875,85.76025,residential_mixed,Unnamed residential/mixed segment,3.424,6.707,0.334,32.3,0.156,1.0,0,56.8,high,,,,,
BBS-0618,morning,20.29875,85.76475,residential_mixed,Unnamed residential/mixed segment,2.958,6.238,0.251,23.4,0.312,2.0,0,30.9,medium,,,,,
BBS-0618,afternoon,20.29875,85.76475,residential_mixed,Unnamed residential/mixed segment,2.958,6.238,0.251,23.4,0.215,2.0,0,32.6,medium,,,,,
BBS-0618,evening,20.29875,85.76475,residential_mixed,Unnamed residential/mixed segment,2.958,6.238,0.251,23.4,0.245,2.0,1,55.7,high,RPT-00519,20.298643,85.76504,2026-08-09 20:32:00,
BBS-0618,night,20.29875,85.76475,residential_mixed,Unnamed residential/mixed segment,2.958,6.238,0.251,23.4,0.088,2.0,0,66.8,high,,,,,
BBS-0619,morning,20.29875,85.76925,residential_mixed,Unnamed residential/mixed segment,2.493,5.77,0.263,30.5,0.176,6.0,0,52.4,high,,,,,
BBS-0619,afternoon,20.29875,85.76925,residential_mixed,Unnamed residential/mixed segment,2.493,5.77,0.263,30.5,0.23,6.0,0,49.0,high,,,,,
BBS-0619,evening,20.29875,85.76925,residential_mixed,Unnamed residential/mixed segment,2.493,5.77,0.263,30.5,0.353,6.0,1,68.6,high,RPT-00520,20.298956,85.769214,2026-08-07 18:41:00,dev_2c55ef5d6e
BBS-0619,night,20.29875,85.76925,residential_mixed,Unnamed residential/mixed segment,2.493,5.77,0.263,30.5,0.096,6.0,1,89.8,high,RPT-00521,20.298723,85.768722,2026-07-27 21:01:00,dev_4f3b9d9b8d
BBS-0620,morning,20.29875,85.77375,transit_hub,Baramunda Bus Stand,2.03,5.301,0.501,49.4,0.692,1.0,0,12.7,low,,,,,
BBS-0620,afternoon,20.29875,85.77375,transit_hub,Baramunda Bus Stand,2.03,5.301,0.501,49.4,0.424,1.0,0,20.8,low,,,,,
BBS-0620,evening,20.29875,85.77375,transit_hub,Baramunda Bus Stand,2.03,5.301,0.501,49.4,0.733,1.0,0,21.9,low,,,,,
BBS-0620,night,20.29875,85.77375,transit_hub,Baramunda Bus Stand,2.03,5.301,0.501,49.4,0.167,1.0,0,49.4,high,,,,,
BBS-0621,morning,20.29875,85.77825,transit_hub,Baramunda Bus Stand,1.57,4.832,0.637,58.3,0.701,4.0,3,44.9,high,RPT-00522,20.299369,85.778611,2026-08-07 09:40:00,dev_e4087dba12
BBS-0621,morning,20.29875,85.77825,transit_hub,Baramunda Bus Stand,1.57,4.832,0.637,58.3,0.701,4.0,3,44.9,high,RPT-00523,20.299421,85.778443,2026-08-15 09:25:00,
BBS-0621,morning,20.29875,85.77825,transit_hub,Baramunda Bus Stand,1.57,4.832,0.637,58.3,0.701,4.0,3,44.9,high,RPT-00524,20.298834,85.778443,2026-08-06 08:27:00,
BBS-0621,afternoon,20.29875,85.77825,transit_hub,Baramunda Bus Stand,1.57,4.832,0.637,58.3,0.446,4.0,0,32.4,medium,,,,,
BBS-0621,evening,20.29875,85.77825,transit_hub,Baramunda Bus Stand,1.57,4.832,0.637,58.3,0.853,4.0,0,27.1,medium,,,,,
BBS-0621,night,20.29875,85.77825,transit_hub,Baramunda Bus Stand,1.57,4.832,0.637,58.3,0.237,4.0,0,54.0,high,,,,,
BBS-0622,morning,20.29875,85.78275,transit_hub,Baramunda Bus Stand,1.119,4.364,0.66,70.3,0.788,2.0,0,13.1,low,,,,,
BBS-0622,afternoon,20.29875,85.78275,transit_hub,Baramunda Bus Stand,1.119,4.364,0.66,70.3,0.497,2.0,0,22.2,low,,,,,
BBS-0622,evening,20.29875,85.78275,transit_hub,Baramunda Bus Stand,1.119,4.364,0.66,70.3,0.787,2.0,0,20.2,low,,,,,
BBS-0622,night,20.29875,85.78275,transit_hub,Baramunda Bus Stand,1.119,4.364,0.66,70.3,0.335,2.0,0,41.3,high,,,,,
BBS-0623,morning,20.29875,85.78725,transit_hub,Baramunda Bus Stand,0.691,3.896,0.631,62.8,0.863,2.0,1,17.4,low,RPT-00525,20.299121,85.788338,2026-07-25 07:28:00,dev_332ccee50f
BBS-0623,afternoon,20.29875,85.78725,transit_hub,Baramunda Bus Stand,0.691,3.896,0.631,62.8,0.548,2.0,0,20.5,low,,,,,
BBS-0623,evening,20.29875,85.78725,transit_hub,Baramunda Bus Stand,0.691,3.896,0.631,62.8,0.865,2.0,0,18.3,low,,,,,
BBS-0623,night,20.29875,85.78725,transit_hub,Baramunda Bus Stand,0.691,3.896,0.631,62.8,0.421,2.0,0,39.6,medium,,,,,
BBS-0624,morning,20.29875,85.79175,transit_hub,Baramunda Bus Stand,0.381,3.428,0.682,69.0,0.781,1.0,1,15.7,low,RPT-00526,20.298243,85.792111,2026-08-09 09:50:00,
BBS-0624,afternoon,20.29875,85.79175,transit_hub,Baramunda Bus Stand,0.381,3.428,0.682,69.0,0.608,1.0,0,14.2,low,,,,,
BBS-0624,evening,20.29875,85.79175,transit_hub,Baramunda Bus Stand,0.381,3.428,0.682,69.0,0.912,1.0,0,11.2,low,,,,,
BBS-0624,night,20.29875,85.79175,transit_hub,Baramunda Bus Stand,0.381,3.428,0.682,69.0,0.369,1.0,0,35.0,medium,,,,,
BBS-0625,morning,20.29875,85.79625,transit_hub,Baramunda Bus Stand,0.503,2.961,0.731,76.7,0.788,1.0,0,8.5,low,,,,,
BBS-0625,afternoon,20.29875,85.79625,transit_hub,Baramunda Bus Stand,0.503,2.961,0.731,76.7,0.526,1.0,0,16.8,low,,,,,
BBS-0625,evening,20.29875,85.79625,transit_hub,Baramunda Bus Stand,0.503,2.961,0.731,76.7,0.94,1.0,0,9.0,low,,,,,
BBS-0625,night,20.29875,85.79625,transit_hub,Baramunda Bus Stand,0.503,2.961,0.731,76.7,0.22,1.0,0,37.9,medium,,,,,
BBS-0626,morning,20.29875,85.80075,transit_hub,Baramunda Bus Stand,0.895,2.494,0.604,56.8,0.764,0.0,0,5.6,low,,,,,
BBS-0626,afternoon,20.29875,85.80075,transit_hub,Baramunda Bus Stand,0.895,2.494,0.604,56.8,0.327,0.0,0,19.6,low,,,,,
BBS-0626,evening,20.29875,85.80075,transit_hub,Baramunda Bus Stand,0.895,2.494,0.604,56.8,0.809,0.0,0,12.5,low,,,,,
BBS-0626,night,20.29875,85.80075,transit_hub,Baramunda Bus Stand,0.895,2.494,0.604,56.8,0.224,0.0,0,38.9,medium,,,,,
BBS-0627,morning,20.29875,85.80525,transit_hub,Baramunda Bus Stand,1.338,2.029,0.589,54.4,0.723,2.0,0,15.6,low,,,,,
BBS-0627,afternoon,20.29875,85.80525,transit_hub,Baramunda Bus Stand,1.338,2.029,0.589,54.4,0.609,2.0,0,18.5,low,,,,,
BBS-0627,evening,20.29875,85.80525,transit_hub,Baramunda Bus Stand,1.338,2.029,0.589,54.4,0.883,2.0,0,18.8,low,,,,,
BBS-0627,night,20.29875,85.80525,transit_hub,Baramunda Bus Stand,1.338,2.029,0.589,54.4,0.173,2.0,0,49.7,high,,,,,
BBS-0628,morning,20.29875,85.80975,market_commercial,Jaydev Vihar,0.913,1.566,0.596,64.3,0.397,2.0,0,26.6,medium,,,,,
BBS-0628,afternoon,20.29875,85.80975,market_commercial,Jaydev Vihar,0.913,1.566,0.596,64.3,0.684,2.0,0,16.0,low,,,,,
BBS-0628,evening,20.29875,85.80975,market_commercial,Jaydev Vihar,0.913,1.566,0.596,64.3,0.752,2.0,0,23.0,low,,,,,
BBS-0628,night,20.29875,85.80975,market_commercial,Jaydev Vihar,0.913,1.566,0.596,64.3,0.147,2.0,0,50.3,high,,,,,
BBS-0629,morning,20.29875,85.81425,market_commercial,Jaydev Vihar,0.496,1.109,0.636,63.6,0.397,1.0,0,22.2,low,,,,,
BBS-0629,afternoon,20.29875,85.81425,market_commercial,Jaydev Vihar,0.496,1.109,0.636,63.6,0.584,1.0,0,15.1,low,,,,,
BBS-0629,evening,20.29875,85.81425,market_commercial,Jaydev Vihar,0.496,1.109,0.636,63.6,0.746,1.0,0,18.0,low,,,,,
BBS-0629,night,20.29875,85.81425,market_commercial,Jaydev Vihar,0.496,1.109,0.636,63.6,0.153,1.0,0,44.2,high,,,,,
BBS-0630,morning,20.29875,85.81875,market_commercial,Jaydev Vihar,0.316,0.668,0.795,76.1,0.393,4.0,0,34.3,medium,,,,,
BBS-0630,afternoon,20.29875,85.81875,market_commercial,Jaydev Vihar,0.316,0.668,0.795,76.1,0.635,4.0,0,25.7,medium,,,,,
BBS-0630,evening,20.29875,85.81875,market_commercial,Jaydev Vihar,0.316,0.668,0.795,76.1,0.775,4.0,1,32.5,medium,RPT-00527,20.298949,85.819237,2026-08-08 18:54:00,dev_c8953dfcb5
BBS-0630,night,20.29875,85.81875,market_commercial,Jaydev Vihar,0.316,0.668,0.795,76.1,0.14,4.0,0,50.6,high,,,,,
BBS-0631,morning,20.29875,85.82325,market_commercial,Jaydev Vihar,0.627,0.322,0.59,59.0,0.428,2.0,1,32.3,medium,RPT-00528,20.298339,85.822667,2026-07-31 05:57:00,
BBS-0631,afternoon,20.29875,85.82325,market_commercial,Jaydev Vihar,0.627,0.322,0.59,59.0,0.652,2.0,0,17.1,low,,,,,
BBS-0631,evening,20.29875,85.82325,market_commercial,Jaydev Vihar,0.627,0.322,0.59,59.0,0.894,2.0,0,18.4,low,,,,,
BBS-0631,night,20.29875,85.82325,market_commercial,Jaydev Vihar,0.627,0.322,0.59,59.0,0.099,2.0,0,52.2,high,,,,,
BBS-0632,morning,20.29875,85.82775,public_venue,Regional Science Centre,0.929,0.449,0.629,58.5,0.193,0.0,0,24.9,low,,,,,
BBS-0632,afternoon,20.29875,85.82775,public_venue,Regional Science Centre,0.929,0.449,0.629,58.5,0.296,0.0,0,20.6,low,,,,,
BBS-0632,evening,20.29875,85.82775,public_venue,Regional Science Centre,0.929,0.449,0.629,58.5,0.67,0.0,1,23.3,low,RPT-00529,20.298721,85.82815,2026-08-03 19:17:00,
BBS-0632,night,20.29875,85.82775,public_venue,Regional Science Centre,0.929,0.449,0.629,58.5,0.135,0.0,0,40.9,high,,,,,
BBS-0633,morning,20.29875,85.83225,public_venue,Regional Science Centre,0.755,0.86,0.643,62.4,0.301,0.0,0,21.1,low,,,,,
BBS-0633,afternoon,20.29875,85.83225,public_venue,Regional Science Centre,0.755,0.86,0.643,62.4,0.222,0.0,0,23.1,low,,,,,
BBS-0633,evening,20.29875,85.83225,public_venue,Regional Science Centre,0.755,0.86,0.643,62.4,0.75,0.0,0,13.5,low,,,,,
BBS-0633,night,20.29875,85.83225,public_venue,Regional Science Centre,0.755,0.86,0.643,62.4,0.19,0.0,0,38.4,medium,,,,,
BBS-0634,morning,20.29875,85.83675,university_campus,Vani Vihar (Utkal Univ.),0.478,1.311,0.586,54.9,0.604,0.0,0,11.1,low,,,,,
BBS-0634,afternoon,20.29875,85.83675,university_campus,Vani Vihar (Utkal Univ.),0.478,1.311,0.586,54.9,0.794,0.0,1,10.6,low,RPT-00530,20.298465,85.837176,2026-07-20 14:10:00,dev_ff7012637a
BBS-0634,evening,20.29875,85.83675,university_campus,Vani Vihar (Utkal Univ.),0.478,1.311,0.586,54.9,0.48,0.0,0,24.0,low,,,,,
BBS-0634,night,20.29875,85.83675,university_campus,Vani Vihar (Utkal Univ.),0.478,1.311,0.586,54.9,0.099,0.0,0,43.9,high,,,,,
BBS-0635,morning,20.29875,85.84125,public_venue,Esplanade Mall,0.083,1.772,0.8,84.9,0.234,1.0,0,27.0,medium,,,,,
BBS-0635,afternoon,20.29875,85.84125,public_venue,Esplanade Mall,0.083,1.772,0.8,84.9,0.459,1.0,0,18.9,low,,,,,
BBS-0635,evening,20.29875,85.84125,public_venue,Esplanade Mall,0.083,1.772,0.8,84.9,0.641,1.0,1,24.2,low,RPT-00531,20.298817,85.841022,2026-08-09 18:15:00,
BBS-0635,night,20.29875,85.84125,public_venue,Esplanade Mall,0.083,1.772,0.8,84.9,0.325,1.0,0,31.5,medium,,,,,
BBS-0636,morning,20.29875,85.84575,public_venue,Esplanade Mall,0.392,2.236,0.664,73.7,0.215,3.0,0,36.7,medium,,,,,
BBS-0636,afternoon,20.29875,85.84575,public_venue,Esplanade Mall,0.392,2.236,0.664,73.7,0.31,3.0,0,32.7,medium,,,,,
BBS-0636,evening,20.29875,85.84575,public_venue,Esplanade Mall,0.392,2.236,0.664,73.7,0.619,3.0,0,30.1,medium,,,,,
BBS-0636,night,20.29875,85.84575,public_venue,Esplanade Mall,0.392,2.236,0.664,73.7,0.179,3.0,0,50.6,high,,,,,
BBS-0637,morning,20.29875,85.85025,market_commercial,Rasulgarh Market,0.673,2.702,0.673,63.2,0.256,0.0,1,29.3,medium,RPT-00532,20.298797,85.849807,2026-07-21 09:19:00,dev_b9efeabc13
BBS-0637,afternoon,20.29875,85.85025,market_commercial,Rasulgarh Market,0.673,2.702,0.673,63.2,0.628,0.0,0,9.3,low,,,,,
BBS-0637,evening,20.29875,85.85025,market_commercial,Rasulgarh Market,0.673,2.702,0.673,63.2,0.777,0.0,0,11.8,low,,,,,
BBS-0637,night,20.29875,85.85025,market_commercial,Rasulgarh Market,0.673,2.702,0.673,63.2,0.075,0.0,0,41.1,high,,,,,
BBS-0638,morning,20.29875,85.85475,market_commercial,Rasulgarh Market,0.332,3.169,0.716,75.8,0.432,0.0,0,16.4,low,,,,,
BBS-0638,afternoon,20.29875,85.85475,market_commercial,Rasulgarh Market,0.332,3.169,0.716,75.8,0.664,0.0,0,8.0,low,,,,,
BBS-0638,evening,20.29875,85.85475,market_commercial,Rasulgarh Market,0.332,3.169,0.716,75.8,0.784,0.0,0,10.5,low,,,,,
BBS-0638,night,20.29875,85.85475,market_commercial,Rasulgarh Market,0.332,3.169,0.716,75.8,0.125,0.0,0,37.6,medium,,,,,
BBS-0639,morning,20.29875,85.85925,market_commercial,Rasulgarh Market,0.456,3.636,0.66,69.0,0.403,1.0,0,21.9,low,,,,,
BBS-0639,afternoon,20.29875,85.85925,market_commercial,Rasulgarh Market,0.456,3.636,0.66,69.0,0.672,1.0,0,12.0,low,,,,,
BBS-0639,evening,20.29875,85.85925,market_commercial,Rasulgarh Market,0.456,3.636,0.66,69.0,0.769,1.0,0,16.6,low,,,,,
BBS-0639,night,20.29875,85.85925,market_commercial,Rasulgarh Market,0.456,3.636,0.66,69.0,0.151,1.0,0,43.3,high,,,,,
BBS-0640,morning,20.29875,85.86375,market_commercial,Rasulgarh Market,0.864,4.104,0.571,58.0,0.362,0.0,0,19.4,low,,,,,
BBS-0640,afternoon,20.29875,85.86375,market_commercial,Rasulgarh Market,0.864,4.104,0.571,58.0,0.571,0.0,0,11.4,low,,,,,
BBS-0640,evening,20.29875,85.86375,market_commercial,Rasulgarh Market,0.864,4.104,0.571,58.0,0.759,0.0,1,21.7,low,RPT-00533,20.298847,85.864452,2026-08-15 20:35:00,dev_f5f841fd6d
BBS-0640,night,20.29875,85.86375,market_commercial,Rasulgarh Market,0.864,4.104,0.571,58.0,0.172,0.0,0,42.1,high,,,,,
BBS-0641,morning,20.29875,85.86825,market_commercial,Rasulgarh Market,1.314,4.572,0.674,70.6,0.382,0.0,0,18.3,low,,,,,
BBS-0641,afternoon,20.29875,85.86825,market_commercial,Rasulgarh Market,1.314,4.572,0.674,70.6,0.594,0.0,0,10.4,low,,,,,
BBS-0641,evening,20.29875,85.86825,market_commercial,Rasulgarh Market,1.314,4.572,0.674,70.6,0.779,0.0,0,11.7,low,,,,,
BBS-0641,night,20.29875,85.86825,market_commercial,Rasulgarh Market,1.314,4.572,0.674,70.6,0.071,0.0,0,41.1,high,,,,,
BBS-0642,morning,20.29875,85.87275,market_commercial,Rasulgarh Market,1.773,5.041,0.579,55.3,0.272,0.0,0,22.4,low,,,,,
BBS-0642,afternoon,20.29875,85.87275,market_commercial,Rasulgarh Market,1.773,5.041,0.579,55.3,0.561,0.0,0,11.7,low,,,,,
BBS-0642,evening,20.29875,85.87275,market_commercial,Rasulgarh Market,1.773,5.041,0.579,55.3,0.789,0.0,0,13.8,low,,,,,
BBS-0642,night,20.29875,85.87275,market_commercial,Rasulgarh Market,1.773,5.041,0.579,55.3,0.133,0.0,0,43.0,high,,,,,
BBS-0643,morning,20.29875,85.87725,residential_mixed,Unnamed residential/mixed segment,2.237,5.509,0.266,21.6,0.255,3.0,0,37.0,medium,,,,,
BBS-0643,afternoon,20.29875,85.87725,residential_mixed,Unnamed residential/mixed segment,2.237,5.509,0.266,21.6,0.326,3.0,0,33.0,medium,,,,,
BBS-0643,evening,20.29875,85.87725,residential_mixed,Unnamed residential/mixed segment,2.237,5.509,0.266,21.6,0.332,3.0,0,49.8,high,,,,,
BBS-0643,night,20.29875,85.87725,residential_mixed,Unnamed residential/mixed segment,2.237,5.509,0.266,21.6,0.251,3.0,1,71.7,high,RPT-00534,20.298816,85.877627,2026-08-11 03:10:00,dev_88accc85ae
BBS-0644,morning,20.29875,85.88175,residential_mixed,Unnamed residential/mixed segment,2.703,5.978,0.302,32.5,0.225,6.0,0,50.5,high,,,,,
